# kapture format: 1.0
# sensor_id, name, sensor_type, [sensor_params]+
testing_light_1_occlusion_1_frame_0, , camera, PINHOLE, 1920, 1080, 1339.994, 1339.994, 959.5, 539.5
testing_light_1_occlusion_1_frame_231, , camera, PINHOLE, 1920, 1080, 1887.984, 1887.984, 959.5, 539.5
testing_light_1_occlusion_1_frame_232, , camera, PINHOLE, 1920, 1080, 972.5765, 972.5765, 959.5, 539.5
testing_light_1_occlusion_1_frame_233, , camera, PINHOLE, 1920, 1080, 865.3535, 865.3535, 959.5, 539.5
testing_light_1_occlusion_1_frame_234, , camera, PINHOLE, 1920, 1080, 1035.157, 1035.157, 959.5, 539.5
testing_light_1_occlusion_1_frame_235, , camera, PINHOLE, 1920, 1080, 1182.084, 1182.084, 959.5, 539.5
testing_light_1_occlusion_1_frame_236, , camera, PINHOLE, 1920, 1080, 1733.998, 1733.998, 959.5, 539.5
testing_light_1_occlusion_1_frame_237, , camera, PINHOLE, 1920, 1080, 1694.204, 1694.204, 959.5, 539.5
testing_light_1_occlusion_1_frame_238, , camera, PINHOLE, 1920, 1080, 1159.318, 1159.318, 959.5, 539.5
testing_light_1_occlusion_1_frame_239, , camera, PINHOLE, 1920, 1080, 1167.542, 1167.542, 959.5, 539.5
testing_light_1_occlusion_1_frame_240, , camera, PINHOLE, 1920, 1080, 1916.54, 1916.54, 959.5, 539.5
testing_light_1_occlusion_1_frame_241, , camera, PINHOLE, 1920, 1080, 1666.347, 1666.347, 959.5, 539.5
testing_light_1_occlusion_1_frame_242, , camera, PINHOLE, 1920, 1080, 1554.604, 1554.604, 959.5, 539.5
testing_light_1_occlusion_1_frame_243, , camera, PINHOLE, 1920, 1080, 815.8769, 815.8769, 959.5, 539.5
testing_light_1_occlusion_1_frame_244, , camera, PINHOLE, 1920, 1080, 1301.576, 1301.576, 959.5, 539.5
testing_light_1_occlusion_1_frame_245, , camera, PINHOLE, 1920, 1080, 830.6138, 830.6138, 959.5, 539.5
testing_light_1_occlusion_1_frame_246, , camera, PINHOLE, 1920, 1080, 1729.644, 1729.644, 959.5, 539.5
testing_light_1_occlusion_1_frame_247, , camera, PINHOLE, 1920, 1080, 1218.141, 1218.141, 959.5, 539.5
testing_light_1_occlusion_1_frame_248, , camera, PINHOLE, 1920, 1080, 1900.349, 1900.349, 959.5, 539.5
testing_light_1_occlusion_1_frame_249, , camera, PINHOLE, 1920, 1080, 1321.787, 1321.787, 959.5, 539.5
testing_light_1_occlusion_1_frame_250, , camera, PINHOLE, 1920, 1080, 878.8658, 878.8658, 959.5, 539.5
testing_light_1_occlusion_1_frame_251, , camera, PINHOLE, 1920, 1080, 806.6346, 806.6346, 959.5, 539.5
testing_light_1_occlusion_1_frame_252, , camera, PINHOLE, 1920, 1080, 1624.03, 1624.03, 959.5, 539.5
testing_light_1_occlusion_1_frame_253, , camera, PINHOLE, 1920, 1080, 1252.542, 1252.542, 959.5, 539.5
testing_light_1_occlusion_1_frame_254, , camera, PINHOLE, 1920, 1080, 1774.882, 1774.882, 959.5, 539.5
testing_light_1_occlusion_1_frame_255, , camera, PINHOLE, 1920, 1080, 1797.18, 1797.18, 959.5, 539.5
testing_light_1_occlusion_1_frame_256, , camera, PINHOLE, 1920, 1080, 1635.011, 1635.011, 959.5, 539.5
testing_light_1_occlusion_1_frame_257, , camera, PINHOLE, 1920, 1080, 1170.149, 1170.149, 959.5, 539.5
testing_light_1_occlusion_1_frame_258, , camera, PINHOLE, 1920, 1080, 1630.857, 1630.857, 959.5, 539.5
testing_light_1_occlusion_1_frame_259, , camera, PINHOLE, 1920, 1080, 889.3298, 889.3298, 959.5, 539.5
testing_light_1_occlusion_1_frame_260, , camera, PINHOLE, 1920, 1080, 1140.465, 1140.465, 959.5, 539.5
testing_light_1_occlusion_1_frame_261, , camera, PINHOLE, 1920, 1080, 1082.819, 1082.819, 959.5, 539.5
testing_light_1_occlusion_1_frame_262, , camera, PINHOLE, 1920, 1080, 1272.362, 1272.362, 959.5, 539.5
testing_light_1_occlusion_1_frame_263, , camera, PINHOLE, 1920, 1080, 1901.01, 1901.01, 959.5, 539.5
testing_light_1_occlusion_1_frame_264, , camera, PINHOLE, 1920, 1080, 898.0825, 898.0825, 959.5, 539.5
testing_light_1_occlusion_1_frame_265, , camera, PINHOLE, 1920, 1080, 1489.378, 1489.378, 959.5, 539.5
testing_light_1_occlusion_1_frame_266, , camera, PINHOLE, 1920, 1080, 1300.129, 1300.129, 959.5, 539.5
testing_light_1_occlusion_1_frame_267, , camera, PINHOLE, 1920, 1080, 1760.185, 1760.185, 959.5, 539.5
testing_light_1_occlusion_1_frame_268, , camera, PINHOLE, 1920, 1080, 1558.441, 1558.441, 959.5, 539.5
testing_light_1_occlusion_1_frame_269, , camera, PINHOLE, 1920, 1080, 838.5132, 838.5132, 959.5, 539.5
testing_light_1_occlusion_1_frame_270, , camera, PINHOLE, 1920, 1080, 1473.837, 1473.837, 959.5, 539.5
testing_light_1_occlusion_1_frame_271, , camera, PINHOLE, 1920, 1080, 942.9794, 942.9794, 959.5, 539.5
testing_light_1_occlusion_1_frame_272, , camera, PINHOLE, 1920, 1080, 948.8508, 948.8508, 959.5, 539.5
testing_light_1_occlusion_1_frame_273, , camera, PINHOLE, 1920, 1080, 996.7792, 996.7792, 959.5, 539.5
testing_light_1_occlusion_1_frame_274, , camera, PINHOLE, 1920, 1080, 1704.869, 1704.869, 959.5, 539.5
testing_light_1_occlusion_1_frame_275, , camera, PINHOLE, 1920, 1080, 1798.131, 1798.131, 959.5, 539.5
testing_light_1_occlusion_1_frame_276, , camera, PINHOLE, 1920, 1080, 942.0926, 942.0926, 959.5, 539.5
testing_light_1_occlusion_1_frame_277, , camera, PINHOLE, 1920, 1080, 775.0281, 775.0281, 959.5, 539.5
testing_light_1_occlusion_1_frame_278, , camera, PINHOLE, 1920, 1080, 1016.215, 1016.215, 959.5, 539.5
testing_light_1_occlusion_1_frame_279, , camera, PINHOLE, 1920, 1080, 1114.182, 1114.182, 959.5, 539.5
testing_light_1_occlusion_1_frame_280, , camera, PINHOLE, 1920, 1080, 1777.048, 1777.048, 959.5, 539.5
testing_light_1_occlusion_1_frame_281, , camera, PINHOLE, 1920, 1080, 931.5322, 931.5322, 959.5, 539.5
testing_light_1_occlusion_1_frame_282, , camera, PINHOLE, 1920, 1080, 779.1033, 779.1033, 959.5, 539.5
testing_light_1_occlusion_1_frame_283, , camera, PINHOLE, 1920, 1080, 1085.651, 1085.651, 959.5, 539.5
testing_light_1_occlusion_1_frame_284, , camera, PINHOLE, 1920, 1080, 1288.1, 1288.1, 959.5, 539.5
testing_light_1_occlusion_1_frame_285, , camera, PINHOLE, 1920, 1080, 1626.499, 1626.499, 959.5, 539.5
testing_light_1_occlusion_1_frame_286, , camera, PINHOLE, 1920, 1080, 909.4761, 909.4761, 959.5, 539.5
testing_light_1_occlusion_1_frame_287, , camera, PINHOLE, 1920, 1080, 875.9201, 875.9201, 959.5, 539.5
testing_light_1_occlusion_1_frame_288, , camera, PINHOLE, 1920, 1080, 834.2093, 834.2093, 959.5, 539.5
testing_light_1_occlusion_1_frame_289, , camera, PINHOLE, 1920, 1080, 1075.061, 1075.061, 959.5, 539.5
testing_light_1_occlusion_1_frame_290, , camera, PINHOLE, 1920, 1080, 857.2897, 857.2897, 959.5, 539.5
testing_light_1_occlusion_1_frame_291, , camera, PINHOLE, 1920, 1080, 821.9944, 821.9944, 959.5, 539.5
testing_light_1_occlusion_1_frame_292, , camera, PINHOLE, 1920, 1080, 876.0482, 876.0482, 959.5, 539.5
testing_light_1_occlusion_1_frame_293, , camera, PINHOLE, 1920, 1080, 1146.944, 1146.944, 959.5, 539.5
testing_light_1_occlusion_1_frame_294, , camera, PINHOLE, 1920, 1080, 1337.836, 1337.836, 959.5, 539.5
testing_light_1_occlusion_1_frame_295, , camera, PINHOLE, 1920, 1080, 846.8196, 846.8196, 959.5, 539.5
testing_light_1_occlusion_1_frame_296, , camera, PINHOLE, 1920, 1080, 812.4847, 812.4847, 959.5, 539.5
testing_light_1_occlusion_1_frame_297, , camera, PINHOLE, 1920, 1080, 804.2388, 804.2388, 959.5, 539.5
testing_light_1_occlusion_1_frame_298, , camera, PINHOLE, 1920, 1080, 1759.214, 1759.214, 959.5, 539.5
testing_light_1_occlusion_1_frame_299, , camera, PINHOLE, 1920, 1080, 850.7652, 850.7652, 959.5, 539.5
testing_light_1_occlusion_1_frame_300, , camera, PINHOLE, 1920, 1080, 1175.369, 1175.369, 959.5, 539.5
testing_light_1_occlusion_1_frame_301, , camera, PINHOLE, 1920, 1080, 1184.179, 1184.179, 959.5, 539.5
testing_light_1_occlusion_1_frame_302, , camera, PINHOLE, 1920, 1080, 1304.947, 1304.947, 959.5, 539.5
testing_light_1_occlusion_1_frame_303, , camera, PINHOLE, 1920, 1080, 1269.443, 1269.443, 959.5, 539.5
testing_light_1_occlusion_1_frame_304, , camera, PINHOLE, 1920, 1080, 1848.033, 1848.033, 959.5, 539.5
testing_light_1_occlusion_1_frame_305, , camera, PINHOLE, 1920, 1080, 1070.086, 1070.086, 959.5, 539.5
testing_light_1_occlusion_1_frame_306, , camera, PINHOLE, 1920, 1080, 989.7791, 989.7791, 959.5, 539.5
testing_light_1_occlusion_1_frame_307, , camera, PINHOLE, 1920, 1080, 780.2831, 780.2831, 959.5, 539.5
testing_light_1_occlusion_1_frame_308, , camera, PINHOLE, 1920, 1080, 803.6041, 803.6041, 959.5, 539.5
testing_light_1_occlusion_1_frame_309, , camera, PINHOLE, 1920, 1080, 1377.697, 1377.697, 959.5, 539.5
testing_light_1_occlusion_1_frame_310, , camera, PINHOLE, 1920, 1080, 915.4044, 915.4044, 959.5, 539.5
testing_light_1_occlusion_1_frame_311, , camera, PINHOLE, 1920, 1080, 792.1432, 792.1432, 959.5, 539.5
testing_light_1_occlusion_1_frame_312, , camera, PINHOLE, 1920, 1080, 836.5115, 836.5115, 959.5, 539.5
testing_light_1_occlusion_1_frame_313, , camera, PINHOLE, 1920, 1080, 1204.457, 1204.457, 959.5, 539.5
testing_light_1_occlusion_1_frame_314, , camera, PINHOLE, 1920, 1080, 924.3598, 924.3598, 959.5, 539.5
testing_light_1_occlusion_1_frame_315, , camera, PINHOLE, 1920, 1080, 1905.406, 1905.406, 959.5, 539.5
testing_light_1_occlusion_1_frame_316, , camera, PINHOLE, 1920, 1080, 820.0811, 820.0811, 959.5, 539.5
testing_light_1_occlusion_1_frame_317, , camera, PINHOLE, 1920, 1080, 1315.962, 1315.962, 959.5, 539.5
testing_light_1_occlusion_1_frame_318, , camera, PINHOLE, 1920, 1080, 1667.818, 1667.818, 959.5, 539.5
testing_light_1_occlusion_1_frame_319, , camera, PINHOLE, 1920, 1080, 1124.95, 1124.95, 959.5, 539.5
testing_light_1_occlusion_1_frame_320, , camera, PINHOLE, 1920, 1080, 949.2343, 949.2343, 959.5, 539.5
testing_light_1_occlusion_1_frame_321, , camera, PINHOLE, 1920, 1080, 1124.742, 1124.742, 959.5, 539.5
testing_light_1_occlusion_1_frame_322, , camera, PINHOLE, 1920, 1080, 1472.173, 1472.173, 959.5, 539.5
testing_light_1_occlusion_1_frame_323, , camera, PINHOLE, 1920, 1080, 1910.53, 1910.53, 959.5, 539.5
testing_light_1_occlusion_1_frame_324, , camera, PINHOLE, 1920, 1080, 902.652, 902.652, 959.5, 539.5
testing_light_1_occlusion_1_frame_325, , camera, PINHOLE, 1920, 1080, 1659.136, 1659.136, 959.5, 539.5
testing_light_1_occlusion_1_frame_326, , camera, PINHOLE, 1920, 1080, 1585.803, 1585.803, 959.5, 539.5
testing_light_1_occlusion_1_frame_327, , camera, PINHOLE, 1920, 1080, 1376.635, 1376.635, 959.5, 539.5
testing_light_1_occlusion_1_frame_328, , camera, PINHOLE, 1920, 1080, 1461.853, 1461.853, 959.5, 539.5
testing_light_1_occlusion_1_frame_329, , camera, PINHOLE, 1920, 1080, 1347.324, 1347.324, 959.5, 539.5
testing_light_1_occlusion_1_frame_330, , camera, PINHOLE, 1920, 1080, 1477.771, 1477.771, 959.5, 539.5
testing_light_1_occlusion_1_frame_331, , camera, PINHOLE, 1920, 1080, 1596.98, 1596.98, 959.5, 539.5
testing_light_1_occlusion_1_frame_332, , camera, PINHOLE, 1920, 1080, 1408.506, 1408.506, 959.5, 539.5
testing_light_1_occlusion_1_frame_333, , camera, PINHOLE, 1920, 1080, 1931.98, 1931.98, 959.5, 539.5
testing_light_1_occlusion_1_frame_334, , camera, PINHOLE, 1920, 1080, 971.2188, 971.2188, 959.5, 539.5
testing_light_1_occlusion_1_frame_335, , camera, PINHOLE, 1920, 1080, 927.7816, 927.7816, 959.5, 539.5
testing_light_1_occlusion_1_frame_336, , camera, PINHOLE, 1920, 1080, 1102.142, 1102.142, 959.5, 539.5
testing_light_1_occlusion_1_frame_337, , camera, PINHOLE, 1920, 1080, 1624.704, 1624.704, 959.5, 539.5
testing_light_1_occlusion_1_frame_338, , camera, PINHOLE, 1920, 1080, 1439.704, 1439.704, 959.5, 539.5
testing_light_1_occlusion_1_frame_339, , camera, PINHOLE, 1920, 1080, 805.4426, 805.4426, 959.5, 539.5
testing_light_1_occlusion_1_frame_340, , camera, PINHOLE, 1920, 1080, 796.3534, 796.3534, 959.5, 539.5
testing_light_1_occlusion_1_frame_341, , camera, PINHOLE, 1920, 1080, 1492.609, 1492.609, 959.5, 539.5
testing_light_1_occlusion_1_frame_342, , camera, PINHOLE, 1920, 1080, 1832.783, 1832.783, 959.5, 539.5
testing_light_1_occlusion_1_frame_343, , camera, PINHOLE, 1920, 1080, 964.4588, 964.4588, 959.5, 539.5
testing_light_1_occlusion_1_frame_344, , camera, PINHOLE, 1920, 1080, 1454.518, 1454.518, 959.5, 539.5
testing_light_1_occlusion_1_frame_345, , camera, PINHOLE, 1920, 1080, 811.717, 811.717, 959.5, 539.5
testing_light_1_occlusion_1_frame_346, , camera, PINHOLE, 1920, 1080, 1150.815, 1150.815, 959.5, 539.5
testing_light_1_occlusion_1_frame_347, , camera, PINHOLE, 1920, 1080, 1907.137, 1907.137, 959.5, 539.5
testing_light_1_occlusion_1_frame_348, , camera, PINHOLE, 1920, 1080, 1577.369, 1577.369, 959.5, 539.5
testing_light_1_occlusion_1_frame_349, , camera, PINHOLE, 1920, 1080, 823.725, 823.725, 959.5, 539.5
testing_light_1_occlusion_1_frame_350, , camera, PINHOLE, 1920, 1080, 963.3794, 963.3794, 959.5, 539.5
testing_light_1_occlusion_1_frame_351, , camera, PINHOLE, 1920, 1080, 813.4645, 813.4645, 959.5, 539.5
testing_light_1_occlusion_1_frame_352, , camera, PINHOLE, 1920, 1080, 1545.179, 1545.179, 959.5, 539.5
testing_light_1_occlusion_1_frame_353, , camera, PINHOLE, 1920, 1080, 1697.842, 1697.842, 959.5, 539.5
testing_light_1_occlusion_1_frame_354, , camera, PINHOLE, 1920, 1080, 787.0836, 787.0836, 959.5, 539.5
testing_light_1_occlusion_1_frame_355, , camera, PINHOLE, 1920, 1080, 923.0761, 923.0761, 959.5, 539.5
testing_light_1_occlusion_1_frame_356, , camera, PINHOLE, 1920, 1080, 1030.74, 1030.74, 959.5, 539.5
testing_light_1_occlusion_1_frame_357, , camera, PINHOLE, 1920, 1080, 814.3105, 814.3105, 959.5, 539.5
testing_light_1_occlusion_1_frame_358, , camera, PINHOLE, 1920, 1080, 908.8456, 908.8456, 959.5, 539.5
testing_light_1_occlusion_1_frame_359, , camera, PINHOLE, 1920, 1080, 1062.962, 1062.962, 959.5, 539.5
testing_light_1_occlusion_1_frame_360, , camera, PINHOLE, 1920, 1080, 778.6138, 778.6138, 959.5, 539.5
testing_light_1_occlusion_1_frame_361, , camera, PINHOLE, 1920, 1080, 1208.815, 1208.815, 959.5, 539.5
testing_light_1_occlusion_1_frame_362, , camera, PINHOLE, 1920, 1080, 1977.374, 1977.374, 959.5, 539.5
testing_light_1_occlusion_1_frame_363, , camera, PINHOLE, 1920, 1080, 922.4593, 922.4593, 959.5, 539.5
testing_light_1_occlusion_1_frame_364, , camera, PINHOLE, 1920, 1080, 1837.167, 1837.167, 959.5, 539.5
testing_light_1_occlusion_1_frame_365, , camera, PINHOLE, 1920, 1080, 901.5122, 901.5122, 959.5, 539.5
testing_light_1_occlusion_1_frame_366, , camera, PINHOLE, 1920, 1080, 1104.125, 1104.125, 959.5, 539.5
testing_light_1_occlusion_1_frame_367, , camera, PINHOLE, 1920, 1080, 1029.669, 1029.669, 959.5, 539.5
testing_light_1_occlusion_1_frame_368, , camera, PINHOLE, 1920, 1080, 1674.726, 1674.726, 959.5, 539.5
testing_light_1_occlusion_1_frame_369, , camera, PINHOLE, 1920, 1080, 1616.117, 1616.117, 959.5, 539.5
testing_light_1_occlusion_1_frame_370, , camera, PINHOLE, 1920, 1080, 1232.218, 1232.218, 959.5, 539.5
testing_light_1_occlusion_1_frame_371, , camera, PINHOLE, 1920, 1080, 994.2424, 994.2424, 959.5, 539.5
testing_light_1_occlusion_1_frame_372, , camera, PINHOLE, 1920, 1080, 1686.17, 1686.17, 959.5, 539.5
testing_light_1_occlusion_1_frame_373, , camera, PINHOLE, 1920, 1080, 1132.376, 1132.376, 959.5, 539.5
testing_light_1_occlusion_1_frame_374, , camera, PINHOLE, 1920, 1080, 1264.892, 1264.892, 959.5, 539.5
testing_light_1_occlusion_1_frame_375, , camera, PINHOLE, 1920, 1080, 1496.303, 1496.303, 959.5, 539.5
testing_light_1_occlusion_1_frame_376, , camera, PINHOLE, 1920, 1080, 1059.595, 1059.595, 959.5, 539.5
testing_light_1_occlusion_1_frame_377, , camera, PINHOLE, 1920, 1080, 969.3372, 969.3372, 959.5, 539.5
testing_light_1_occlusion_1_frame_378, , camera, PINHOLE, 1920, 1080, 1081.239, 1081.239, 959.5, 539.5
testing_light_1_occlusion_1_frame_379, , camera, PINHOLE, 1920, 1080, 925.2386, 925.2386, 959.5, 539.5
testing_light_1_occlusion_1_frame_380, , camera, PINHOLE, 1920, 1080, 1684.999, 1684.999, 959.5, 539.5
testing_light_1_occlusion_1_frame_381, , camera, PINHOLE, 1920, 1080, 1134.023, 1134.023, 959.5, 539.5
testing_light_1_occlusion_1_frame_382, , camera, PINHOLE, 1920, 1080, 1802.029, 1802.029, 959.5, 539.5
testing_light_1_occlusion_1_frame_383, , camera, PINHOLE, 1920, 1080, 2010.948, 2010.948, 959.5, 539.5
testing_light_1_occlusion_1_frame_384, , camera, PINHOLE, 1920, 1080, 1003.985, 1003.985, 959.5, 539.5
testing_light_1_occlusion_1_frame_385, , camera, PINHOLE, 1920, 1080, 841.1664, 841.1664, 959.5, 539.5
testing_light_1_occlusion_1_frame_386, , camera, PINHOLE, 1920, 1080, 1730.758, 1730.758, 959.5, 539.5
testing_light_1_occlusion_1_frame_387, , camera, PINHOLE, 1920, 1080, 1009.935, 1009.935, 959.5, 539.5
testing_light_1_occlusion_1_frame_388, , camera, PINHOLE, 1920, 1080, 828.7129, 828.7129, 959.5, 539.5
testing_light_1_occlusion_1_frame_389, , camera, PINHOLE, 1920, 1080, 805.9033, 805.9033, 959.5, 539.5
testing_light_1_occlusion_1_frame_390, , camera, PINHOLE, 1920, 1080, 1867.625, 1867.625, 959.5, 539.5
testing_light_1_occlusion_1_frame_391, , camera, PINHOLE, 1920, 1080, 1778.571, 1778.571, 959.5, 539.5
testing_light_1_occlusion_1_frame_392, , camera, PINHOLE, 1920, 1080, 1912.319, 1912.319, 959.5, 539.5
testing_light_1_occlusion_1_frame_393, , camera, PINHOLE, 1920, 1080, 809.3978, 809.3978, 959.5, 539.5
testing_light_1_occlusion_1_frame_394, , camera, PINHOLE, 1920, 1080, 798.6157, 798.6157, 959.5, 539.5
testing_light_1_occlusion_1_frame_395, , camera, PINHOLE, 1920, 1080, 1006.773, 1006.773, 959.5, 539.5
testing_light_1_occlusion_1_frame_396, , camera, PINHOLE, 1920, 1080, 1192.916, 1192.916, 959.5, 539.5
testing_light_1_occlusion_1_frame_397, , camera, PINHOLE, 1920, 1080, 1286.03, 1286.03, 959.5, 539.5
testing_light_1_occlusion_1_frame_398, , camera, PINHOLE, 1920, 1080, 1091.506, 1091.506, 959.5, 539.5
testing_light_1_occlusion_1_frame_399, , camera, PINHOLE, 1920, 1080, 1051.267, 1051.267, 959.5, 539.5
testing_light_1_occlusion_1_frame_400, , camera, PINHOLE, 1920, 1080, 1203.721, 1203.721, 959.5, 539.5
testing_light_1_occlusion_1_frame_401, , camera, PINHOLE, 1920, 1080, 926.475, 926.475, 959.5, 539.5
testing_light_1_occlusion_1_frame_402, , camera, PINHOLE, 1920, 1080, 984.8556, 984.8556, 959.5, 539.5
testing_light_1_occlusion_1_frame_403, , camera, PINHOLE, 1920, 1080, 1526.617, 1526.617, 959.5, 539.5
testing_light_1_occlusion_1_frame_404, , camera, PINHOLE, 1920, 1080, 1310.276, 1310.276, 959.5, 539.5
testing_light_1_occlusion_1_frame_405, , camera, PINHOLE, 1920, 1080, 1354.101, 1354.101, 959.5, 539.5
testing_light_1_occlusion_1_frame_406, , camera, PINHOLE, 1920, 1080, 932.4699, 932.4699, 959.5, 539.5
testing_light_1_occlusion_1_frame_407, , camera, PINHOLE, 1920, 1080, 834.5468, 834.5468, 959.5, 539.5
testing_light_1_occlusion_1_frame_408, , camera, PINHOLE, 1920, 1080, 918.414, 918.414, 959.5, 539.5
testing_light_1_occlusion_1_frame_409, , camera, PINHOLE, 1920, 1080, 1724.21, 1724.21, 959.5, 539.5
testing_light_1_occlusion_1_frame_410, , camera, PINHOLE, 1920, 1080, 1602.203, 1602.203, 959.5, 539.5
testing_light_1_occlusion_1_frame_411, , camera, PINHOLE, 1920, 1080, 1982.677, 1982.677, 959.5, 539.5
testing_light_1_occlusion_1_frame_412, , camera, PINHOLE, 1920, 1080, 1657.186, 1657.186, 959.5, 539.5
testing_light_1_occlusion_1_frame_413, , camera, PINHOLE, 1920, 1080, 1769.379, 1769.379, 959.5, 539.5
testing_light_1_occlusion_1_frame_414, , camera, PINHOLE, 1920, 1080, 1801.393, 1801.393, 959.5, 539.5
testing_light_1_occlusion_1_frame_415, , camera, PINHOLE, 1920, 1080, 1165.962, 1165.962, 959.5, 539.5
testing_light_1_occlusion_1_frame_416, , camera, PINHOLE, 1920, 1080, 867.8291, 867.8291, 959.5, 539.5
testing_light_1_occlusion_1_frame_417, , camera, PINHOLE, 1920, 1080, 932.2755, 932.2755, 959.5, 539.5
testing_light_1_occlusion_1_frame_418, , camera, PINHOLE, 1920, 1080, 816.8122, 816.8122, 959.5, 539.5
testing_light_1_occlusion_1_frame_419, , camera, PINHOLE, 1920, 1080, 874.5427, 874.5427, 959.5, 539.5
testing_light_1_occlusion_1_frame_420, , camera, PINHOLE, 1920, 1080, 1004.198, 1004.198, 959.5, 539.5
testing_light_1_occlusion_1_frame_421, , camera, PINHOLE, 1920, 1080, 1267.883, 1267.883, 959.5, 539.5
testing_light_1_occlusion_1_frame_422, , camera, PINHOLE, 1920, 1080, 1495.727, 1495.727, 959.5, 539.5
testing_light_1_occlusion_1_frame_423, , camera, PINHOLE, 1920, 1080, 1358.79, 1358.79, 959.5, 539.5
testing_light_1_occlusion_1_frame_424, , camera, PINHOLE, 1920, 1080, 928.7821, 928.7821, 959.5, 539.5
testing_light_1_occlusion_1_frame_425, , camera, PINHOLE, 1920, 1080, 868.6744, 868.6744, 959.5, 539.5
testing_light_1_occlusion_1_frame_426, , camera, PINHOLE, 1920, 1080, 1188.873, 1188.873, 959.5, 539.5
testing_light_1_occlusion_1_frame_427, , camera, PINHOLE, 1920, 1080, 1472.269, 1472.269, 959.5, 539.5
testing_light_1_occlusion_1_frame_428, , camera, PINHOLE, 1920, 1080, 1422.443, 1422.443, 959.5, 539.5
testing_light_1_occlusion_1_frame_429, , camera, PINHOLE, 1920, 1080, 1382.907, 1382.907, 959.5, 539.5
testing_light_1_occlusion_1_frame_430, , camera, PINHOLE, 1920, 1080, 870.011, 870.011, 959.5, 539.5
testing_light_1_occlusion_1_frame_431, , camera, PINHOLE, 1920, 1080, 843.8735, 843.8735, 959.5, 539.5
testing_light_1_occlusion_1_frame_432, , camera, PINHOLE, 1920, 1080, 1684.474, 1684.474, 959.5, 539.5
testing_light_1_occlusion_1_frame_433, , camera, PINHOLE, 1920, 1080, 960.3538, 960.3538, 959.5, 539.5
testing_light_1_occlusion_1_frame_434, , camera, PINHOLE, 1920, 1080, 821.2224, 821.2224, 959.5, 539.5
testing_light_1_occlusion_1_frame_435, , camera, PINHOLE, 1920, 1080, 1719.406, 1719.406, 959.5, 539.5
testing_light_1_occlusion_1_frame_436, , camera, PINHOLE, 1920, 1080, 794.1165, 794.1165, 959.5, 539.5
testing_light_1_occlusion_1_frame_437, , camera, PINHOLE, 1920, 1080, 1324.718, 1324.718, 959.5, 539.5
testing_light_1_occlusion_1_frame_438, , camera, PINHOLE, 1920, 1080, 1342.869, 1342.869, 959.5, 539.5
testing_light_1_occlusion_1_frame_439, , camera, PINHOLE, 1920, 1080, 939.3217, 939.3217, 959.5, 539.5
testing_light_1_occlusion_1_frame_440, , camera, PINHOLE, 1920, 1080, 1963.489, 1963.489, 959.5, 539.5
testing_light_1_occlusion_1_frame_441, , camera, PINHOLE, 1920, 1080, 784.584, 784.584, 959.5, 539.5
testing_light_1_occlusion_1_frame_442, , camera, PINHOLE, 1920, 1080, 1751.434, 1751.434, 959.5, 539.5
testing_light_1_occlusion_1_frame_443, , camera, PINHOLE, 1920, 1080, 1318.619, 1318.619, 959.5, 539.5
testing_light_1_occlusion_1_frame_444, , camera, PINHOLE, 1920, 1080, 1378.954, 1378.954, 959.5, 539.5
testing_light_1_occlusion_1_frame_445, , camera, PINHOLE, 1920, 1080, 1377.471, 1377.471, 959.5, 539.5
testing_light_1_occlusion_1_frame_446, , camera, PINHOLE, 1920, 1080, 879.8295, 879.8295, 959.5, 539.5
testing_light_1_occlusion_1_frame_447, , camera, PINHOLE, 1920, 1080, 1357.324, 1357.324, 959.5, 539.5
testing_light_1_occlusion_1_frame_448, , camera, PINHOLE, 1920, 1080, 1065.144, 1065.144, 959.5, 539.5
testing_light_1_occlusion_1_frame_449, , camera, PINHOLE, 1920, 1080, 810.525, 810.525, 959.5, 539.5
testing_light_1_occlusion_1_frame_450, , camera, PINHOLE, 1920, 1080, 1099.999, 1099.999, 959.5, 539.5
testing_light_1_occlusion_1_frame_451, , camera, PINHOLE, 1920, 1080, 837.7155, 837.7155, 959.5, 539.5
testing_light_1_occlusion_1_frame_452, , camera, PINHOLE, 1920, 1080, 1210.372, 1210.372, 959.5, 539.5
testing_light_1_occlusion_1_frame_453, , camera, PINHOLE, 1920, 1080, 1865.411, 1865.411, 959.5, 539.5
testing_light_1_occlusion_1_frame_454, , camera, PINHOLE, 1920, 1080, 1239.809, 1239.809, 959.5, 539.5
testing_light_1_occlusion_1_frame_455, , camera, PINHOLE, 1920, 1080, 1991.704, 1991.704, 959.5, 539.5
testing_light_1_occlusion_1_frame_456, , camera, PINHOLE, 1920, 1080, 772.2983, 772.2983, 959.5, 539.5
testing_light_1_occlusion_1_frame_457, , camera, PINHOLE, 1920, 1080, 1297.068, 1297.068, 959.5, 539.5
testing_light_1_occlusion_1_frame_458, , camera, PINHOLE, 1920, 1080, 1173.104, 1173.104, 959.5, 539.5
testing_light_1_occlusion_1_frame_459, , camera, PINHOLE, 1920, 1080, 1119.647, 1119.647, 959.5, 539.5
testing_light_1_occlusion_1_frame_460, , camera, PINHOLE, 1920, 1080, 957.7999, 957.7999, 959.5, 539.5
testing_light_1_occlusion_1_frame_461, , camera, PINHOLE, 1920, 1080, 925.923, 925.923, 959.5, 539.5
testing_light_1_occlusion_1_frame_462, , camera, PINHOLE, 1920, 1080, 881.9075, 881.9075, 959.5, 539.5
